29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.5089816,73.7914609, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.5089597,73.7915379, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.5089637,73.7915335, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.508951,73.7915213, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.5089603,73.7915422, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.5089827,73.7914599, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035,18.5089579,73.7915286, Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035, , , Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035, , , Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035, , , Nov 6 2015 4:38:14 PM
29.0,4.5,45.0,14.1566,50.0,1144.0,45.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035, , , Nov 6 2015 4:38:14 PM
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035,18.5089839,73.7914615,Nov 6 2015 4:38:14 PM  
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035,18.5089817,73.7914605,Nov 6 2015 4:38:14 PM 
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035,18.5089842,73.7914616,Nov 6 2015 4:38:14 PM  
1.6,4000.0,0.85,70.0,0.0,0.0,0.0,353327060833035,18.5089842,73.7914616,Nov 6 2015 4:38:14 PM  
