what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1487763387216
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1487763388076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763404156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763414734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1487763414749
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1487763419702
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1487763419796
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1487763420216
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1487763420216
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1487763420966
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1487763422856
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1487763422872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763425684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763431193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1487763431209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763437349
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1487763450886
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1487763451230
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763459533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1487763459549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763460033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763465854
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1487763543985
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1487763582149
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1487763584040
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1487763584540
started,bundle,com.android.ide.eclipse.ddms,23.0.0.1245622,"com.android.ide.eclipse.ddms",1487763598898
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1487763599117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763605187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763606375
started,bundle,com.android.ide.eclipse.traceview,23.0.0.1245622,"com.android.ide.eclipse.traceview",1487763608890
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1487763630488
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1487763630519
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1487763631144
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1487763631214
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1487763633438
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1487763633469
started,bundle,org.eclipse.datatools.connectivity,1.2.3.v201108101135,"org.eclipse.datatools.connectivity",1487763634223
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.1.v201010211430,"org.eclipse.datatools.connectivity.ui",1487763634253
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1487763634256
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1487763634866
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.3.v201109022323,"org.eclipse.datatools.connectivity.sqm.core",1487763643501
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1487763643891
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1487763645508
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1487763645530
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1487763651267
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1487763655883
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1487763663824
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1487763669178
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1487763669366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763678522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763689837
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487763723998
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487763727806
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1487763727958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763728193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763751221
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1487763767931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763773030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763868650
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1487763872516
started,bundle,org.eclipse.jst.ejb.ui,1.1.600.v201104261451,"org.eclipse.jst.ejb.ui",1487763879942
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.503.v201108102200,"org.eclipse.jst.j2ee.ejb",1487763880053
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1487763880261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763880274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763882243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763891338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763912443
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1487763912461
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1487763916625
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1487763922386
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1487763925604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763929789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487763997269
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1487763997281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487764002016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487764006082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487764008998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487764058356
opened,view,com.android.ide.eclipse.ddms,23.0.0.1245622,"com.android.ide.eclipse.ddms.views.LogCatView",1487764060303
activated,view,com.android.ide.eclipse.ddms,23.0.0.1245622,"com.android.ide.eclipse.ddms.views.LogCatView",1487764060377
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1487764062474
activated,view,com.android.ide.eclipse.ddms,23.0.0.1245622,"com.android.ide.eclipse.ddms.views.LogCatView",1487764064869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487764096901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1487764124131
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1487764124992
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1487764150860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1487764165667
